,age,marital,address,income,inccat,car,carcat,ed,employ,retire,empcat,jobsat,gender,reside,wireless,multline,voice,pager,internet,callid,callwait,owntv,ownvcr,owncd,ownpda,ownpc,ownfax,news,response
2336,34.0,Married,13.0,52.0,$50 - $74,25.8,Standard,High school degree,5.0,No,5 to 15,Somewhat dissatisfied,Female,4.0,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
2337,50.0,Unmarried,18.0,62.0,$50 - $74,31.5,Luxury,High school degree,9.0,No,5 to 15,Somewhat dissatisfied,Male,1.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
2338,51.0,Unmarried,10.0,62.0,$50 - $74,30.3,Luxury,Did not complete high school,16.0,No,More than 15,Neutral,Male,2.0,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
2339,34.0,Married,14.0,73.0,$50 - $74,36.5,Luxury,High school degree,13.0,No,5 to 15,Somewhat satisfied,Female,2.0,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
2340,29.0,Married,10.0,15.0,Under $25,7.5,Economy,Some college,5.0,No,5 to 15,Neutral,Female,3.0,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No
2341,47.0,Unmarried,11.0,132.0,$75+,64.5,Luxury,High school degree,27.0,No,More than 15,Somewhat satisfied,Female,1.0,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
2342,41.0,Married,7.0,83.0,$75+,41.7,Luxury,Some college,14.0,No,5 to 15,Neutral,Male,2.0,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
2343,46.0,Unmarried,22.0,57.0,$50 - $74,28.400000000000002,Standard,High school degree,10.0,No,5 to 15,Neutral,Female,1.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
2344,56.0,Married,23.0,60.0,$50 - $74,30.1,Luxury,Some college,21.0,No,More than 15,Somewhat satisfied,Male,2.0,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
2345,23.0,Married,2.0,70.0,$50 - $74,35.1,Luxury,College degree,0.0,No,Less than 5,Neutral,Female,3.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
2346,55.0,Married,23.0,93.0,$75+,47.400000000000006,Luxury,Did not complete high school,25.0,No,More than 15,Highly satisfied,Female,2.0,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
2347,60.0,Unmarried,3.0,75.0,$75+,38.400000000000006,Luxury,Did not complete high school,30.0,No,More than 15,Somewhat satisfied,Male,1.0,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
2348,41.0,Unmarried,12.0,178.0,$75+,89.2,Luxury,College degree,14.0,No,5 to 15,Somewhat dissatisfied,Male,1.0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
2349,53.0,Married,2.0,69.0,$50 - $74,33.800000000000004,Luxury,Did not complete high school,26.0,No,More than 15,Somewhat satisfied,Male,2.0,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes
2350,48.0,Unmarried,19.0,29.0,$25 - $49,14.3,Economy,Did not complete high school,6.0,No,5 to 15,Neutral,Male,1.0,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
2351,46.0,Married,24.0,36.0,$25 - $49,18.0,Standard,High school degree,1.0,No,Less than 5,Somewhat dissatisfied,Male,2.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
2352,19.0,Married,0.0,16.0,Under $25,7.800000000000001,Economy,High school degree,0.0,No,Less than 5,Highly dissatisfied,Female,5.0,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No
2353,70.0,Married,10.0,15.0,Under $25,7.4,Economy,High school degree,10.0,Yes,5 to 15,Somewhat satisfied,Male,2.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
2354,40.0,Unmarried,2.0,42.0,$25 - $49,21.0,Standard,Some college,14.0,No,5 to 15,Highly satisfied,Male,1.0,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2355,38.0,Married,1.0,43.0,$25 - $49,21.400000000000002,Standard,Did not complete high school,14.0,No,5 to 15,Somewhat dissatisfied,Female,2.0,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
2356,33.0,Married,11.0,46.0,$25 - $49,22.6,Standard,College degree,2.0,No,Less than 5,Somewhat dissatisfied,Male,4.0,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
2357,37.0,Married,13.0,30.0,$25 - $49,15.100000000000001,Standard,High school degree,5.0,No,5 to 15,Neutral,Female,6.0,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
2358,20.0,Married,1.0,21.0,Under $25,10.4,Economy,Some college,0.0,No,Less than 5,Somewhat dissatisfied,Female,5.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
2359,36.0,Married,5.0,23.0,Under $25,11.5,Economy,Did not complete high school,4.0,No,Less than 5,Neutral,Female,2.0,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
2360,52.0,Married,9.0,24.0,Under $25,11.8,Economy,Did not complete high school,3.0,No,Less than 5,Neutral,Male,2.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
2361,61.0,Unmarried,38.0,173.0,$75+,86.30000000000001,Luxury,High school degree,21.0,No,More than 15,Somewhat satisfied,Male,1.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
2362,41.0,Unmarried,14.0,49.0,$25 - $49,23.700000000000003,Standard,Some college,4.0,No,Less than 5,Neutral,Male,1.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
2363,61.0,Unmarried,36.0,549.0,$75+,81.0,Luxury,College degree,30.0,No,More than 15,Highly satisfied,Male,1.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
2364,26.0,Married,0.0,19.0,Under $25,9.5,Economy,Did not complete high school,5.0,No,5 to 15,Somewhat dissatisfied,Male,4.0,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
2365,27.0,Unmarried,3.0,33.0,$25 - $49,16.1,Standard,Some college,2.0,No,Less than 5,Somewhat satisfied,Female,1.0,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No
2366,47.0,Unmarried,16.0,83.0,$75+,42.900000000000006,Luxury,Did not complete high school,18.0,No,More than 15,Neutral,Female,1.0,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
2367,42.0,Unmarried,7.0,76.0,$75+,37.9,Luxury,Did not complete high school,24.0,No,More than 15,Highly satisfied,Female,1.0,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
2368,33.0,Married,2.0,46.0,$25 - $49,22.8,Standard,High school degree,12.0,No,5 to 15,Neutral,Female,3.0,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
2369,41.0,Married,21.0,60.0,$50 - $74,30.5,Luxury,Did not complete high school,13.0,No,5 to 15,Somewhat satisfied,Female,2.0,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
2370,66.0,Unmarried,7.0,36.0,$25 - $49,17.900000000000002,Standard,College degree,5.0,Yes,5 to 15,Somewhat satisfied,Female,1.0,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
2371,55.0,Unmarried,34.0,27.0,$25 - $49,13.4,Economy,College degree,13.0,No,5 to 15,Somewhat satisfied,Male,1.0,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
2372,57.0,Unmarried,27.0,34.0,$25 - $49,17.1,Standard,High school degree,16.0,No,More than 15,Highly dissatisfied,Female,1.0,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
2373,48.0,Unmarried,7.0,91.0,$75+,44.6,Luxury,High school degree,22.0,No,More than 15,Highly satisfied,Female,1.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
2374,55.0,Married,26.0,137.0,$75+,67.7,Luxury,Post-undergraduate degree,16.0,No,More than 15,Somewhat satisfied,Male,2.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
2375,39.0,Unmarried,5.0,35.0,$25 - $49,17.2,Standard,Some college,7.0,No,5 to 15,Neutral,Male,1.0,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
2376,60.0,Unmarried,30.0,53.0,$50 - $74,27.5,Standard,High school degree,21.0,No,More than 15,Highly satisfied,Female,1.0,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
2377,46.0,Married,0.0,51.0,$50 - $74,24.400000000000002,Standard,College degree,14.0,No,5 to 15,Neutral,Male,6.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
2378,40.0,Unmarried,16.0,62.0,$50 - $74,31.200000000000003,Luxury,Some college,11.0,No,5 to 15,Somewhat satisfied,Female,1.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No
2379,34.0,Unmarried,3.0,46.0,$25 - $49,24.5,Standard,College degree,1.0,No,Less than 5,Somewhat dissatisfied,Male,1.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
2380,34.0,Married,4.0,35.0,$25 - $49,17.5,Standard,High school degree,8.0,No,5 to 15,Highly satisfied,Female,2.0,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
2381,35.0,Married,3.0,55.0,$50 - $74,27.700000000000003,Standard,Did not complete high school,16.0,No,More than 15,Somewhat satisfied,Female,4.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
2382,28.0,Unmarried,5.0,37.0,$25 - $49,18.0,Standard,College degree,0.0,No,Less than 5,Highly dissatisfied,Male,1.0,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
2383,62.0,Married,35.0,505.0,$75+,74.4,Luxury,High school degree,42.0,No,More than 15,Highly satisfied,Male,2.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
2384,53.0,Married,17.0,83.0,$75+,41.0,Luxury,Did not complete high school,24.0,No,More than 15,Somewhat satisfied,Female,2.0,No,No,Yes,No,,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
2385,55.0,Unmarried,13.0,177.0,$75+,88.2,Luxury,Some college,21.0,No,More than 15,Neutral,Female,1.0,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
2386,31.0,Married,5.0,20.0,Under $25,9.600000000000001,Economy,Some college,3.0,No,Less than 5,Neutral,Male,4.0,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2387,49.0,Married,29.0,111.0,$75+,54.900000000000006,Luxury,Did not complete high school,17.0,No,More than 15,Somewhat dissatisfied,Female,3.0,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
2388,59.0,Unmarried,23.0,333.0,$75+,80.3,Luxury,Some college,35.0,No,More than 15,Highly satisfied,Male,1.0,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
2389,30.0,Unmarried,9.0,35.0,$25 - $49,17.6,Standard,High school degree,2.0,No,Less than 5,Somewhat dissatisfied,Female,1.0,No,No,No,No,,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
2390,28.0,Unmarried,9.0,28.0,$25 - $49,13.9,Economy,Did not complete high school,3.0,No,Less than 5,Neutral,Female,2.0,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
2391,66.0,Unmarried,23.0,92.0,$75+,46.2,Luxury,Some college,21.0,No,More than 15,Somewhat satisfied,Male,1.0,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
2392,55.0,Married,27.0,109.0,$75+,55.400000000000006,Luxury,High school degree,23.0,No,More than 15,Neutral,Male,7.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No
2393,63.0,Married,43.0,9.0,Under $25,4.3,Economy,High school degree,2.0,Yes,Less than 5,Somewhat satisfied,Female,2.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes
2394,31.0,Unmarried,0.0,20.0,Under $25,9.9,Economy,High school degree,4.0,No,Less than 5,Somewhat satisfied,Male,1.0,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No
2395,37.0,Unmarried,14.0,27.0,$25 - $49,13.5,Economy,College degree,3.0,No,Less than 5,Somewhat dissatisfied,Female,1.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
2396,34.0,Married,11.0,25.0,$25 - $49,12.4,Economy,Did not complete high school,3.0,No,Less than 5,Somewhat satisfied,Female,2.0,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No
2397,65.0,Unmarried,35.0,58.0,$50 - $74,28.6,Standard,High school degree,38.0,Yes,More than 15,Highly satisfied,Male,1.0,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
2398,26.0,Unmarried,6.0,60.0,$50 - $74,29.0,Standard,College degree,1.0,No,Less than 5,Neutral,Male,1.0,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
2399,54.0,Unmarried,13.0,30.0,$25 - $49,15.0,Standard,Did not complete high school,3.0,No,Less than 5,Somewhat dissatisfied,Male,1.0,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
2400,45.0,Unmarried,24.0,75.0,$75+,37.0,Luxury,High school degree,9.0,No,5 to 15,Somewhat dissatisfied,Male,1.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
2401,39.0,Married,5.0,50.0,$50 - $74,25.8,Standard,Some college,9.0,No,5 to 15,Highly dissatisfied,Male,5.0,Yes,Yes,No,No,,No,No,Yes,Yes,Yes,No,Yes,No,No,No
2402,65.0,Unmarried,3.0,42.0,$25 - $49,20.5,Standard,Post-undergraduate degree,7.0,No,5 to 15,Neutral,Female,1.0,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
2403,35.0,Unmarried,2.0,86.0,$75+,41.6,Luxury,High school degree,12.0,No,5 to 15,Somewhat satisfied,Male,1.0,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
2404,47.0,Unmarried,12.0,37.0,$25 - $49,18.5,Standard,High school degree,0.0,No,Less than 5,Highly dissatisfied,Male,1.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
2405,57.0,Married,22.0,39.0,$25 - $49,19.8,Standard,Did not complete high school,18.0,No,More than 15,Somewhat satisfied,Male,2.0,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
2406,44.0,Married,0.0,99.0,$75+,48.800000000000004,Luxury,Some college,20.0,No,More than 15,Somewhat dissatisfied,Female,2.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
2407,47.0,Married,28.0,198.0,$75+,99.80000000000001,Luxury,Post-undergraduate degree,11.0,No,5 to 15,Highly satisfied,Male,3.0,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
2408,28.0,Unmarried,6.0,41.0,$25 - $49,20.8,Standard,Some college,2.0,No,Less than 5,Highly dissatisfied,Female,1.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
2409,30.0,Unmarried,8.0,52.0,$50 - $74,26.200000000000003,Standard,College degree,7.0,No,5 to 15,Somewhat dissatisfied,Female,2.0,Yes,No,No,Yes,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
2410,18.0,Unmarried,0.0,24.0,Under $25,12.0,Economy,High school degree,0.0,No,Less than 5,Highly dissatisfied,Male,2.0,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
2411,38.0,Married,19.0,27.0,$25 - $49,13.4,Economy,High school degree,7.0,No,5 to 15,Somewhat satisfied,Male,5.0,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
2412,34.0,Married,4.0,114.0,$75+,56.300000000000004,Luxury,Did not complete high school,9.0,No,5 to 15,Highly satisfied,Male,3.0,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
2413,49.0,Unmarried,2.0,127.0,$75+,63.5,Luxury,Did not complete high school,20.0,No,More than 15,Somewhat satisfied,Male,1.0,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
2414,58.0,Married,10.0,379.0,$75+,74.1,Luxury,High school degree,35.0,No,More than 15,Highly satisfied,Male,2.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
2415,46.0,Married,18.0,67.0,$50 - $74,33.6,Luxury,College degree,6.0,No,5 to 15,Neutral,Male,4.0,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
2416,54.0,Unmarried,35.0,88.0,$75+,45.400000000000006,Luxury,Did not complete high school,12.0,No,5 to 15,Somewhat dissatisfied,Male,1.0,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
2417,31.0,Unmarried,2.0,31.0,$25 - $49,15.8,Standard,High school degree,1.0,No,Less than 5,Somewhat dissatisfied,Male,1.0,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No
2418,37.0,Unmarried,14.0,60.0,$50 - $74,29.8,Standard,Some college,13.0,No,5 to 15,Highly dissatisfied,Male,1.0,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
2419,29.0,Unmarried,3.0,55.0,$50 - $74,27.3,Standard,College degree,4.0,No,Less than 5,Somewhat satisfied,Male,3.0,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
2420,28.0,Unmarried,5.0,34.0,$25 - $49,17.1,Standard,High school degree,8.0,No,5 to 15,Neutral,Female,1.0,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes
2421,34.0,Married,1.0,163.0,$75+,80.9,Luxury,College degree,6.0,No,5 to 15,Highly dissatisfied,Female,6.0,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No
2422,51.0,Unmarried,19.0,141.0,$75+,70.60000000000001,Luxury,High school degree,32.0,No,More than 15,Highly satisfied,Male,1.0,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
2423,57.0,Unmarried,16.0,172.0,$75+,85.10000000000001,Luxury,High school degree,38.0,No,More than 15,Somewhat satisfied,Female,1.0,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
2424,32.0,Married,6.0,50.0,$50 - $74,24.3,Standard,Did not complete high school,9.0,No,5 to 15,Highly satisfied,Female,3.0,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
2425,48.0,Unmarried,7.0,55.0,$50 - $74,27.200000000000003,Standard,Some college,6.0,No,5 to 15,Somewhat satisfied,Female,1.0,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
2426,25.0,Unmarried,0.0,23.0,Under $25,12.100000000000001,Economy,Some college,2.0,No,Less than 5,Highly satisfied,Male,1.0,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
2427,31.0,Unmarried,2.0,68.0,$50 - $74,34.0,Luxury,High school degree,10.0,No,5 to 15,Highly satisfied,Female,1.0,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
2428,49.0,Married,28.0,39.0,$25 - $49,18.900000000000002,Standard,High school degree,7.0,No,5 to 15,Neutral,Female,2.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
2429,36.0,Unmarried,0.0,38.0,$25 - $49,19.6,Standard,College degree,12.0,No,5 to 15,Neutral,Male,1.0,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
2430,57.0,Married,4.0,57.0,$50 - $74,28.1,Standard,Did not complete high school,17.0,No,More than 15,Neutral,Male,2.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
2431,67.0,Unmarried,12.0,396.0,$75+,77.8,Luxury,Some college,43.0,No,More than 15,Highly satisfied,Female,1.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
2432,44.0,Unmarried,9.0,49.0,$25 - $49,23.400000000000002,Standard,High school degree,16.0,No,More than 15,Highly dissatisfied,Female,1.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
2433,26.0,Married,7.0,19.0,Under $25,9.5,Economy,Did not complete high school,4.0,No,Less than 5,Highly satisfied,Female,4.0,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No
2434,60.0,Unmarried,6.0,129.0,$75+,64.0,Luxury,Did not complete high school,34.0,No,More than 15,Somewhat dissatisfied,Female,1.0,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
2435,32.0,Married,10.0,33.0,$25 - $49,16.7,Standard,Some college,4.0,No,Less than 5,Neutral,Female,6.0,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
2436,35.0,Married,6.0,65.0,$50 - $74,32.800000000000004,Luxury,High school degree,10.0,No,5 to 15,Neutral,Male,2.0,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
2437,53.0,Unmarried,9.0,135.0,$75+,67.60000000000001,Luxury,Did not complete high school,35.0,No,More than 15,Neutral,Male,1.0,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
2438,38.0,Married,8.0,51.0,$50 - $74,24.400000000000002,Standard,Did not complete high school,17.0,No,More than 15,Neutral,Female,6.0,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
2439,40.0,Married,15.0,59.0,$50 - $74,28.5,Standard,College degree,8.0,No,5 to 15,Somewhat dissatisfied,Female,2.0,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
2440,33.0,Married,2.0,82.0,$75+,42.1,Luxury,College degree,3.0,No,Less than 5,Highly satisfied,Female,6.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
2441,60.0,Married,37.0,332.0,$75+,82.4,Luxury,Post-undergraduate degree,12.0,No,5 to 15,Somewhat satisfied,Female,3.0,No,Yes,Yes,No,,No,No,Yes,Yes,Yes,No,No,No,Yes,No
2442,46.0,Married,1.0,47.0,$25 - $49,23.700000000000003,Standard,High school degree,13.0,No,5 to 15,Somewhat satisfied,Female,2.0,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
2443,56.0,Unmarried,22.0,99.0,$75+,49.300000000000004,Luxury,College degree,17.0,No,More than 15,Somewhat satisfied,Male,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
2444,45.0,Married,26.0,28.0,$25 - $49,14.0,Economy,Some college,4.0,No,Less than 5,Neutral,Female,4.0,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
2445,30.0,Married,3.0,53.0,$50 - $74,25.8,Standard,College degree,5.0,No,5 to 15,Somewhat dissatisfied,Male,2.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
2446,40.0,Married,5.0,71.0,$50 - $74,35.1,Luxury,High school degree,17.0,No,More than 15,Neutral,Female,7.0,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
2447,41.0,Married,3.0,38.0,$25 - $49,18.7,Standard,Did not complete high school,5.0,No,5 to 15,Highly dissatisfied,Male,3.0,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
2448,65.0,Married,28.0,92.0,$75+,45.0,Luxury,Did not complete high school,13.0,No,5 to 15,Highly satisfied,Female,2.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
2449,55.0,Married,18.0,26.0,$25 - $49,12.600000000000001,Economy,High school degree,6.0,No,5 to 15,Neutral,Male,3.0,No,No,No,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
2450,45.0,Married,23.0,37.0,$25 - $49,18.7,Standard,Did not complete high school,1.0,No,Less than 5,Highly dissatisfied,Female,2.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
2451,73.0,Married,14.0,9.0,Under $25,4.5,Economy,Some college,7.0,Yes,5 to 15,Highly satisfied,Male,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2452,40.0,Unmarried,10.0,186.0,$75+,92.60000000000001,Luxury,Some college,4.0,No,Less than 5,Highly satisfied,Female,2.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
2453,59.0,Unmarried,29.0,27.0,$25 - $49,13.700000000000001,Economy,Did not complete high school,8.0,No,5 to 15,Highly satisfied,Female,1.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
2454,52.0,Married,9.0,27.0,$25 - $49,13.5,Economy,Did not complete high school,1.0,No,Less than 5,Highly dissatisfied,Male,5.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
2455,19.0,Unmarried,0.0,15.0,Under $25,7.300000000000001,Economy,High school degree,0.0,No,Less than 5,Highly dissatisfied,Male,3.0,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
2456,36.0,Married,13.0,85.0,$75+,41.900000000000006,Luxury,Post-undergraduate degree,7.0,No,5 to 15,Somewhat satisfied,Female,3.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
2457,30.0,Unmarried,8.0,42.0,$25 - $49,21.6,Standard,Did not complete high school,12.0,No,5 to 15,Highly dissatisfied,Male,1.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
2458,31.0,Unmarried,2.0,48.0,$25 - $49,24.0,Standard,College degree,5.0,No,5 to 15,Somewhat satisfied,Female,2.0,No,No,No,No,,No,No,Yes,Yes,Yes,No,No,No,No,No
2459,47.0,Married,4.0,29.0,$25 - $49,14.5,Economy,College degree,17.0,No,More than 15,Somewhat satisfied,Female,6.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
